affiliation_affiliation_id,affiliation_name,address
1646,Tallinn University of Technology,Tallinn Estonia
1647,Tamagawa University,Tamagawa Japan
1648,Tamil University,Thanjavur India
1649,"Tandem Computers, Inc.",Cupertino CA
1650,Tata Institute for Fundamental Research,Bombay India
1651,Tatung University,Taipei Taiwan
1652,Techne Knowledge Systems,Toronto ON
1653,Technical Operations Research,Burlington MA
1654,Technical University of Berlin,Berlin Germany
1655,Technical University of Budapest,Budapest Hungary
1656,Technical University of Catalonia,Barcelona Spain
1657,Technical University of Cluj-Napoca,Cluj-Napoca Romania
1658,Technical University of Denmark,Lyngby Denmark
1659,Technical University of Dresden,Dresden Germany
1660,Technical University of Gdansk,Gdansk Poland
1661,Technical University of Hamburg,Hamburg Germany
1662,Technical University of Lisbon,Lisbon Portugal
1663,Technical University of Lodz,Lodz Poland
1664,Technical University of Madrid,Madrid Spain
1665,"Technical University of Madrid, Madrid Spain; Complutense University of Madrid",Madrid Spain
1666,Technical University of Milan,Milan Italy
1667,Technical University of Moldova,Chisinau Moldova
1668,Technical University of Munich,Munich Germany
1669,Technical University of Ostrava,Ostrava Czech Republic
1670,Technical University of Valencia,Valencia Spain
1671,"Technical University of Valencia, Valencia Spain; Autonomous University of Puebla",Puebla Mexico
1672,Technical University of Vienna,Vienna Austria
1673,Technion-Israel Institute of Technology,Haifa Israel
1674,"Technion-Israel Institute of Technology, Haifa Israel; IBM Israel Scientific Center",Haifa Israel
1675,"Technion-Israel Institute of Technology, Haifa Israel; Netherlands Institute for Advanced Study",Wassenaar The Netherlands
1676,Technological Institute of Crete,Crete Greece
1677,Teesside Polytechnic,Middlesbrough UK
1678,Teikyo University of Technology,Chiba Japan
1679,Teknowledge Inc.,Palo Alto CA
1680,"Tektronix, Inc.",Beaverton OR
1681,Tel Aviv University,Tel Aviv Israel
1682,Telecommunication University of Madrid,Spain
1683,Telecommunications Advancement Organization of Japan,Japan
1684,Telecommunications Research Center Vienna,Vienna Austria
1685,"Telecommunications Research Center Vienna, Vienna Austria; Graz University of Technology",Graz Austria
1686,Telefonica I+D Madrid,Madrid Spain
1687,Telematica Instituut,Enschede The Netherlands
1688,Teleos,Cambridge MA
1689,Telesensory Speech Systems,Palo Alto CA
1690,Telia Research AB,Haninge Sweden
1691,Telia Research,Farsta Sweden
1692,TeliaSonera-Research and Development,Farsta Sweden
1693,Telisma,Lannion France
1694,Telkom Indonesia,Bandung Indonesia
1695,Telstra Research Laboratories,Clayton Australia
1696,Temis,Paris France
1697,Temple University,Philadelphia PA
1698,Teragram Corp.,Boston MA
1699,Texas A&M University,College Station TX
1700,Texas Instruments Inc.,Dallas TX
1701,Texas Tech University,Lubbock TX
1702,Texas Women's University,Denton TX
1703,TextWise LLC,Syracuse NY
1704,Textkernel BV,Amsterdam The Netherlands
1705,Tezpur University,Tezpur India
1706,Thales,Colombes France
1707,"Thales, Colombes France; University of Paris 13",Villetaneuse France
1708,Thammasat University,Pathumthani Thailand
1709,The Boeing Company,Philadelphia PA
1710,The Boeing Company,Seattle WA
1711,The Chinese University of Hong Kong,Shatin Hong Kong
1712,"The Chinese University of Hong Kong, Shatin Hong Kong; Hong Kong Polytechnic University",Hung Hom Hong Kong
1713,"The Chinese University of Hong Kong, Shatin Hong Kong; Robert Bosch LLC",Palo Alto CA
1714,The Japanese Discourse Research Initiative,Japan
1715,The MITRE Corporation,Bedford MA
1716,"The MITRE Corporation, Bedford MA; Brandeis University",Waltham MA
1717,"The MITRE Corporation, Bedford MA; Cornell University",Ithaca NY
1718,"The MITRE Corporation, Bedford MA; Georgetown University",Washington D.C.
1719,The MITRE Corporation,Hanover MD
1720,The MITRE Corporation,McLean VA
1721,"The MITRE Corporation, McLean VA; ATR Interpreting Telephony Research Laboratories",Osaka Japan
1722,"The MITRE Corporation, McLean VA; University of Colorado at Denver",Denver CO
1723,The MITRE Corporation,Reston VA
1724,The Marathon Group,Tel Aviv Israel
1725,The Open University,Milton Keynes UK
1726,The Pangburn Company Inc.,New Roads LA
1727,The Sanger Centre,Cambridge UK
1728,,The Syriac Institute
1729,The Toin Corporation,Japan
1730,The Weizmann Institute of Science,Rehovot Israel
1731,Thinking Machines Corporation,Cambridge MA
1732,"Thinking Machines Corporation, Cambridge MA; Brandeis University",Waltham MA
1733,Thomson Corp.,Eagan MN
1734,Thomson Technical Labs,Rockville MD
1735,"Thomson-CSF, Orsay France; Institute of Information and Applied Mathematics Grenoble",Grenoble France
1736,"Thomson-CSF, Orsay France; Telecom ParisTech",Paris France
1737,Tianjin University,Tianjin China
1738,Tilburg University,Tilburg The Netherlands
1739,"Tilburg University, Tilburg The Netherlands; Eindhoven University of Technology",Eindhoven The Netherlands
1740,"Tilburg University, Tilburg The Netherlands; University of Amsterdam",Amsterdam The Netherlands
1741,"Tilburg University, Tilburg The Netherlands; University of Antwerp",Antwerp Belgium
1742,Tilde,Riga Latvia
1743,Tohoku University,Sendai Japan
1744,Tokushima University,Tokushima Japan
1745,"Tokushima University, Tokushima Japan; Beijing University of Posts and Telecommunications",Beijing China
1746,"Tokyo Central R&D Labs., Inc.",Nagakute Japan
1747,Tokyo Denki University,Tokyo Japan
1748,Tokyo Institute of Technology,Tokyo Japan
1749,"Tokyo Institute of Technology, Tokyo Japan; Hitachi Ltd.",Tokyo Japan
1750,"Tokyo Institute of Technology, Tokyo Japan; INTEC Web and General Semantics Co.",Japan
1751,Tokyo Kasei Gakuin Tsukuba Women's University,Tsukuba Japan
1752,Tokyo Metropolitan University,Tokyo Japan
1753,Tokyo University of Agriculture and Technology,Tokyo Japan
1754,Tokyo University of Foreign Studies,Tokyo Japan
1755,Tokyo University of Mercantile Marine,Tokyo Japan
1756,Tokyo University of Science,Tokyo Japan
1757,Tokyo University of Technology,Tokyo Japan
1758,Toshiba (China) Research and Development Center,Beijing China
1759,Toshiba Corporate R&D Center,Kawasaki Japan
1760,Toshiba Corporation,Tokyo Japan
1761,Toshiba Research Europe,Cambridge UK
1762,Tottori University,Tottori Japan
1763,,Touche Ross Management Consultants
1764,Toyama National College of Maritime Technology,Imizu Japan
1765,Toyama University,Toyama Japan
1766,Toyo University,Saitama Japan
1767,Toyohashi University of Technology,Toyohashi Japan
1768,"Toyota Central R&D Labs., Inc.",Nagakute Aichi Japan
1769,Toyota Technological Institute,Chicago IL
1770,Trinity College Dublin,Dublin Ireland
1771,Tsinghua University,Beijing China
1772,"Tsinghua University, Beijing China; State Intellectual Property Office of P.R.",Beijing China
1773,"Tsinghua University, Beijing China; State Intellectual Property Office of P.R., Beijing China; Korea Advanced Institute of Science and Technology",Korea
1774,Tsuda College,Tokyo Japan
1775,"Tsurumi University, Yokohama Japan; University of California at Berkeley",Berkeley CA
1776,Tufts University,Medford MA
1777,Tung Nan Institute of Technology,Taipei Taiwan
1778,U.S. Army Research Institute,Alexandria VA
1779,UPMAIL,Uppsala Sweden
1780,US WEST Advanced Technologies,Boulder CO
1781,,US West Advanced Technologies
1782,USSR Academy of Sciences-Siberian Division,Novosibirsk USSR
1783,USSR Center for Translation of Scientific and Technical Literature and Documentation,Moscow USSR
1784,UZEI,Donostia Spain
1785,Ugo Bordoni Foundation,Rome Italy
1786,Uiduk University,Gyeongju Korea
1787,"Umbria, Inc.",Boulder CO
1788,Unilever Corporate Research,Bedford UK
1789,Union College,Schenectady NY
1790,Union University,Jackson TN
1791,Unisys Corporation,Paoli PA
1792,Unisys Corporation,Santa Monica CA
1793,United States Military Academy,West Point
1794,,United States Naval Academy
1795,United States Secret Service,Washington D.C.
1796,Universidade Federal do Para,Belem Brazil
1797,Universiti Sains Malaysia,Pulau Pinang Malaysia
1798,University College Cork,Cork Ireland
1799,University College Dublin,Dublin Ireland
1800,"University College Ghent, Ghent Belgium; Ghent University",Ghent Belgium
1801,University College London,London UK
1802,University Kiril and Metodij,Skopje Yugoslavia
1803,University L. Kossuth,Debrecen Hungary
1804,University Sharjah,Sharjah U.A.E.
1805,University for Health Informatics and Technology Tyrol,Bad Oeynhausen Germany
1806,University of A Coruna,A Coruna Spain
1807,University of Aalborg,Aalborg Denmark
1808,University of Aberdeen,Aberdeen UK
1809,University of Abertay Dundee,Dundee UK
1810,University of Alabama at Birmingham,Birmingham AL
1811,University of Alabama,Tuscaloosa AL
1812,University of Alaska,Fairbanks AK
1813,University of Alberta,Edmonton AB
1814,University of Alcala,Madrid Spain
1815,University of Alicante,Alicante Spain
1816,"University of Alicante, Alicante Spain; Institute for the Protection and Security of the Citizen",Ispra Italy
1817,University of Amsterdam,Amsterdam The Netherlands
1818,"University of Amsterdam, Amsterdam The Netherlands; University of Leeds",Leeds UK
1819,University of Angers,Angers France
1820,University of Antwerp,Antwerp Belgium
1821,"University of Antwerp, Antwerp Belgium; University of Nairobi",Kenya
1822,University of Applied Sciences and Arts,Hannover Germany
1823,University of Arizona,Tucson AZ
1824,University of Arkansas,Little Rock AR
1825,University of Art and Design Helsinki,Helsinki Finland
1826,University of Athens,Athens Greece
1827,University of Auckland,Auckland New Zealand
1828,University of Avignon,Avignon France
1829,"University of Avignon, Avignon France; CNRS",France
1830,"University of Avignon, Avignon France; Ecole Polytechnique de Montreal",Montreal QU
1831,"University of Avignon, Avignon France; University of Provence",Aix-en Provence France
1832,University of Balamand,Lebanon
1833,University of Barcelona,Barcelona Spain
1834,University of Bari,Bari Italy
1835,University of Basel,Basel Switzerland
1836,University of Beira Interior,Covilha Portugal
1837,University of Belgrade,Serbia and Montenegro
1838,University of Bergen,Bergen Norway
1839,University of Bielefeld,Bielefeld Germany
1840,"University of Bielefeld, Bielefeld Germany; University of Toronto",Toronto ON
1841,University of Birmingham,Birmingham UK
1842,University of Bologna,Bologna Italy
1843,University of Bonn,Bonn Germany
1844,"University of Bonn, Bonn Germany; German Research Center for Artificial Intelligence",Saarbrucken Germany
1845,University of Bordeaux 3,Bordeaux France
1846,University of Brighton,Brighton UK
1847,"University of Brighton, Brighton UK; University of Edinburgh",Edinburgh UK
1848,University of Bristol,Bristol UK
1849,University of British Columbia,Vancouver BC
1850,University of Brussels,Brussels Belgium
1851,"University of Brussels, Brussels Belgium; SONY Computer Science Lab",Paris France
1852,University of Bucharest,Bucharest Romania
1853,University of Buenos Aires,Buenos Aires Argentina
1854,University of Buffalo,Buffalo NY
1855,"University of Buffalo, Buffalo NY; Saarland University",Saarbrucken Germany
1856,"University of Buffalo, Buffalo NY; State University of New York at Fredonia",Fredonia NY
1857,University of Cadiz,Cadiz Spain
1858,University of Caen,Caen France
1859,University of Calgary,Calgary AB
1860,University of California at Berkeley,Berkeley CA
1861,"University of California at Berkeley, Berkeley CA; Bulgarian Academy of Sciences",Bulgaria
1862,"University of California at Berkeley, Berkeley CA; California State University East Bay",Hayward CA
1863,"University of California at Berkeley, Berkeley CA; Columbia University",New York NY
1864,"University of California at Berkeley, Berkeley CA; Palo Alto Research Center",Palo Alto CA
1865,"University of California at Berkeley, Berkeley CA; Purdue University",West Lafayette IN
1866,"University of California at Berkeley, Berkeley CA; SRI International",Menlo Park CA
1867,"University of California at Berkeley, Berkeley CA; Technion-Israel Institute of Technology",Haifa Israel
1868,"University of California at Berkeley, Berkeley CA; University of Science and Technology",Beijing China
1869,University of California at Irvine,Irvine CA
1870,University of California at Los Angeles,Los Angeles CA
1871,"University of California at Los Angeles, Los Angeles CA; University of Southern California",Marina del Rey CA
1872,University of California at San Francisco,San Francisco CA
1873,"University of California at San Francisco, San Francisco CA; University of California at Berkeley",Berkeley CA
1874,University of California,San Diego CA
1875,"University of California, San Diego CA; Fair Isaac Corporation",San Diego CA
1876,University of California,Santa Barbara CA
1877,University of California,Santa Cruz
1878,University of California,Santa Cruz CA
1879,"University of California, Santa Cruz CA; Stanford University",Stanford CA
1880,"University of California, Santa Cruz; NASA Ames Research Center",Moffett Field CA
1881,University of Castilla-La Mancha,Albacete Spain
1882,University of Catania,Catania Italy
1883,University of Central Florida,Orlando FL
1884,University of Central Lancashire,Preston UK
1885,University of Chicago,Chicago IL
1886,University of Cincinnati,Cincinnati OH
1887,"University of Cincinnati, Cincinnati OH; Nicolaus Copernicus University",Torun Poland
1888,University of Clermont-Ferrand 2,Clermont-Ferrand France
1889,"University of Clermont-Ferrand 2, Clermont-Ferrand France; University of Amsterdam",Amsterdam The Netherlands
1890,"University of Clermont-Ferrand 2, Clermont-Ferrand France; University of Edinburgh",Edinburgh UK
1891,University of Coimbra,Coimbra Portugal
1892,University of Cologne,Cologne Germany
1893,University of Colombo School of Computing,Colombo Sri Lanka
1894,University of Colorado at Boulder,Boulder CO
1895,"University of Colorado at Boulder, Boulder CO; Boulder Language Technologies",Boulder CO
1896,"University of Colorado at Boulder, Boulder CO; Umbria, Inc.",Boulder CO
1897,University of Colorado at Colorado Springs,Colorado Spring CO
1898,University of Colorado at Denver,Denver CO
1899,University of Connecticut,Storrs CT
1900,University of Copenhagen,Copenhagen Denmark
1901,University of Copenhagen,Copenhagen Denmark; Eurotra
1902,University of Delaware,Newark DE
1903,"University of Delaware, Newark DE; University of Pennsylvania",Philadelphia PA
1904,University of Deusto,Deusto Spain
1905,University of Duisburg-Essen,Duisburg and Essen Germany
1906,University of Dundee,Dundee UK
1907,University of Durham,Durham UK
1908,University of Dusseldorf,Dusseldorf Germany
1909,"University of Dusseldorf, Dusseldorf Germany; University of Stuttgart",Stuttgart Germany
1910,University of East Anglia,Norwich UK
1911,University of Eastern Piedmont,Italy
1912,University of Edinburgh,Edinburgh UK
1913,"University of Edinburgh, Edinburgh UK; National Electronic and Computer Technology Center",Pathumthani Thailand
1914,"University of Edinburgh, Edinburgh UK; SIL Cameroon",Yaounde Cameroon
1915,"University of Edinburgh, Edinburgh UK; Saarland University",Saarbrucken Germany
1916,"University of Edinburgh, Edinburgh UK; Tatung University",Taipei Taiwan
1917,"University of Edinburgh, Edinburgh UK; University of Clermont-Ferrand 2",Clermont-Ferrand France
1918,"University of Edinburgh, Edinburgh UK; University of Glasgow",Glasgow UK
1919,"University of Edinburgh, Edinburgh UK; University of Pennsylvania",Philadelphia PA
1920,University of Electro-Communications,Tokyo Japan
1921,University of Electronic Science and Technology,Chengdu China
1922,"University of Electronic Science and Technology, Chengdu China; National University of Singapore",Singapore
1923,University of Erlangen-Nuremberg,Erlangen Germany
1924,University of Essex,Essex UK
1925,"University of Essex, Essex UK; Cambridge University",Cambridge UK
1926,"University of Essex, Essex UK; University of Paris 6",Paris France
1927,"University of Essex, Essex UK; University of Trento",Trento Italy
1928,University of Evora,Evora Portugal
1929,University of Exeter,Exeter UK
1930,University of Florence,Florence Italy
1931,University of Florida,Gainesville FL
1932,University of Franche-Comte,Besancon France
1933,"University of Franche-Comte, Besancon France; University of Panama",Panama City Panama
1934,University of Fribourg,Fribourg Switzerland
1935,University of Geneva,Geneva Switzerland
1936,"University of Geneva, Geneva Switzerland; Ecole Polytechnique Federale de Lausanne",Lausanne Switzerland
1937,"University of Geneva, Geneva Switzerland; Powerset, Inc.",San Francisco CA
1938,"University of Geneva, Geneva Switzerland; University of Pennsylvania",Philadelphia PA
1939,University of Genoa,Genoa Italy
1940,"University of Genoa, Genoa Italy; Technical University of Valencia",Valencia Spain
1941,University of Georgia,Athens GA
1942,University of Georgia,Athens Georgia
1943,University of Giessen,Giessen Germany
1944,University of Girona,Girona Spain
1945,University of Glasgow,Glasgow UK
1946,,University of Gothenburg
1947,University of Granada,Granada Spain
1948,University of Graz,Graz Austria
1949,University of Grenoble 1,Grenoble France
1950,"University of Grenoble 1, Grenoble France; Institute of Information and Applied Mathematics Grenoble",Grenoble France
1951,University of Grenoble 3,Grenoble France
1952,"University of Grenoble 3, Grenoble France; University of Le Havre",Le Havre France
1953,University of Groningen,Groningen The Netherlands
1954,"University of Groningen, Groningen The Netherlands; Maastricht University",Maastricht The Netherlands
1955,"University of Groningen, Groningen The Netherlands; Saarland University",Saarbrucken Germany
1956,University of Guelph,Guelph ON
1957,University of Hagen,Hagen Germany
1958,University of Haifa,Haifa Israel
1959,"University of Halle-Wittenberg, Halle Germany; Academy of Sciences of the DDR",Berlin Germany
1960,University of Hamamatsu,Hamamatsu Japan
1961,University of Hamburg,Hamburg Germany
1962,"University of Hamburg, Hamburg Germany; Bowdoin College",Brunswick ME
1963,"University of Hamburg, Hamburg Germany; Speech Services",Ulm Germany
1964,University of Hannover,Hannover Germany
1965,University of Hawaii,Honolulu HI
1966,University of Heidelberg,Heidelberg Germany
1967,University of Hertfordshire,Hatfield UK
1968,University of Hertfordshire,Hertfordshire UK
1969,University of Hildesheim,Hildesheim Germany
1970,University of Hong Kong,Pokfulam Hong Kong
1971,University of Houston,Houston TX
1972,University of Houston-Downtown,Houston TX
1973,University of Huddersfield,Queensgate UK
1974,University of Hyderabad,Hyderabad India
1975,University of Iasi,Iasi Romania
1976,"University of Iceland, Reykjavik Iceland; Iceland Genomics Corp.",Rekjavik Iceland
1977,University of Illinois at Chicago,Chicago IL
1978,"University of Illinois at Chicago, Chicago IL; University of Melbourne",Melbourne Australia
1979,University of Illinois at Urbana-Champaign,Urbana IL
1980,"University of Illinois at Urbana-Champaign, Urbana IL; BBN Technologies",Cambridge MA
1981,University of Indonesia,Jakarta Indonesia
1982,University of Iowa,Iowa City IA
1983,University of Jaen,Jaen Spain
1984,University of Jena,Jena Germany
1985,University of Joensuu,Joensuu Finland
1986,University of Joinville,Brazil
1987,University of Kaiserslautern,Kaiserslautern Germany
1988,University of Kansas,Lawrence KS
1989,University of Karlsruhe,Karlsruhe Germany
1990,"University of Karlsruhe, Karlsruhe Germany; Carnegie Mellon University",Pittsburgh PA
1991,"University of Karlsruhe, Karlsruhe Germany; Learning Lab Lower Saxony",Germany
1992,University of Kentucky,Lexington KY
1993,University of Koblenz and Landau,Koblenz Germany
1994,University of Konstanz,Konstanz Germany
1995,University of Lausanne,Lausanne Switzerland
1996,"University of Le Havre, Le Havre France; CELTA",Nancy France
1997,University of Le Mans,Le Mans France
1998,University of Leeds,Leeds UK
1999,"University of Leeds, Leeds UK; University of Amsterdam",Amsterdam The Netherlands
2000,"University of Leeds, Leeds UK; University of Edinburgh",Edinburgh UK
2001,University of Leipzig,Leipzig Germany
2002,"University of Leipzig, Leipzig Germany; University of Buffalo",Buffalo NY
2003,University of Lethbridge,Lethbridge AB
2004,University of Library and Information Science,Tsukuba Japan
2005,"University of Library and Information Science, Tsukuba Japan; CREST Japan Science and Technology Corporation",Saitama Japan
2006,University of Liege,Liege Belgium
2007,University of Lille 3,Lille France
2008,"University of Lille 3, Lille France; CNRS",France
2009,University of Limerick,Limerick Ireland
2010,University of Lisbon,Lisbon Portugal
2011,"University of Lisbon, Lisbon Portugal; Technical University of Lisbon",Lisbon Portugal
2012,University of Liverpool,Liverpool UK
2013,University of Ljubljana,Ljubljana Slovenia
2014,University of Lleida,Lleida Spain
2015,University of Lodz,Lodz Poland
2016,University of London,London UK
2017,University of London-Queen Mary,London UK
2018,University of London-Royal Holloway,Egham UK
2019,University of Louisiana at Lafayette,Lafayette LA
2020,University of Louisiana,Louisiana LA
2021,"University of Lyon 2, Lyon France; ENSSB",France
2022,University of Lyon 3,Lyon France
2023,"University of Lyon 3, Lyon France; Drexel University",Philadelphia PA
2024,University of Macau,Taipa Macau
2025,University of Madrid,Madrid Spain
2026,"University of Madrid, Madrid Spain; Royal Spanish Academy",Madrid Spain
2027,University of Magdeburg,Magdeburg Germany
2028,University of Maine,Le Mans France
2029,"University of Maine, Le Mans France; Specinov",Trelaze France
2030,University of Maine,Orono ME
2031,University of Mainz,Germersheim Germany
2032,University of Malaga,Malaga Spain
2033,University of Malaya,Kuala Lumpur Malaysia
2034,University of Malta,Msida Malta
2035,University of Manchester,Manchester UK
2036,"University of Manchester, Manchester UK; Matsushita Electric Industrial Co. Ltd.",Japan
2037,"University of Manchester, Manchester UK; National Center for Text Mining",UK
2038,"University of Manchester, Manchester UK; Sony Computer Science Labs",Tokyo Japan
2039,University of Manitoba,Winnipeg MB
2040,"University of Manitoba, Winnipeg MB; Nalante Inc.",Winnipeg MB
2041,"University of Manitoba, Winnipeg MB; University of Maryland",College Park MD
2042,University of Mannheim,Mannheim Germany
2043,University of Marburg,Marburg Germany
2044,University of Maribor,Maribor Slovenia
2045,University of Marne la Vallee,Marne la Vallee France
2046,"University of Marne la Vallee, Marne la Vallee France; CNRS",France
2047,University of Maryland Baltimore County,Baltimore MD
2048,"University of Maryland Baltimore County, Baltimore MD; Onyx Consulting",Inc.
2049,University of Maryland,College Park MD
2050,"University of Maryland, College Park MD; Army Research Laboratory",Adelphi MD
2051,University of Maryland,College Park MD; HumanLanguage Technology Center for Excellence
2052,"University of Maryland, College Park MD; Johns Hopkins University",Baltimore MD
2053,"University of Maryland, College Park MD; Purdue University",West Lafayette IN
2054,"University of Maryland, College Park MD; University of Geneva",Geneva Switzerland
2055,University of Massachusetts,Amherst MA
2056,University of Massachusetts,Boston MA
2057,University of Melbourne,Melbourne Australia
2058,"University of Melbourne, Melbourne Australia; La Trobe University",Melbourne Australia
2059,"University of Melbourne, Melbourne Australia; Nara Institute of Science and Technology",Nara Japan
2060,"University of Melbourne, Melbourne Australia; University of Pennsylvania",Philadelphia PA
2061,University of Memphis,Memphis TN
2062,University of Messina,Messina Italy
2063,University of Metz,Metz France
2064,University of Michigan,Ann Arbor MI
2065,"University of Michigan, Ann Arbor MI; Palo Alto Research Center",Palo Alto CA
2066,University of Milan-Bicocca,Milan Italy
2067,University of Minnesota Duluth,Duluth MN
2068,University of Minnesota Twin Cities,Minneapolis MN
2069,University of Minnesota-Morris,Morris MN
2070,University of Miskolc,Miskolc-Egyetemvaros Hungary
2071,University of Mississippi,University MS
2072,University of Missouri-Kansas City,Kansas City MO
2073,University of Moncton,Moncton NB
2074,University of Mondragon,Mondragon Spain
2075,University of Montpellier 2,Montpellier France
2076,"University of Montpellier 2, Montpellier France; CNRS, France; LIRMM",France
2077,"University of Montpellier 2, Montpellier France; LIRMM",France
2078,University of Montreal,Montreal QU
2079,"University of Montreal, Montreal QU; CoGenTex, Inc.",Ithaca NY
2080,University of Montreal,Montreal QU; Eurotra
2081,University of Munich,Munich Germany
2082,University of Munster,Munster Germany
2083,University of Nairobi,Kenya
2084,University of Namur,Namur Belgium
2085,"University of Namur, Namur Belgium; National Research Institute for Mathematics and Computer Science",Amsterdam The Netherlands
2086,University of Nancy 2,Nancy France
2087,University of Nantes,Nantes France
2088,"University of Nantes, Nantes France; CNRS",France
2089,University of Napier,Edinburgh UK
2090,University of Naples Frederico II,Naples Italy
2091,University of Nebraska,Lincoln NE
2092,"University of Nebraska, Lincoln NE; University of Vienna",Vienna Austria
2093,University of Neuchatel,Neuchatel Switzerland
2094,University of New Brunswick,Fredericton NB
2095,University of New Castle,New Castle UK
2096,University of New England,Armidale Australia
2097,University of New Hampshire,Durham NH
2098,University of New South Wales,Sydney Australia
2099,University of Newcastle,Newcastle UK
2100,University of Nijmegen,Nijmegen The Netherlands
2101,University of North Carolina at Asheville,Asheville NC
2102,University of North Carolina at Greensboro,Greensboro NC
2103,University of North Carolina,Chapel Hill NC
2104,University of North Texas,Denton TX
2105,"University of North Texas, Denton TX; Daxtron Laboratories, Inc.",TX
2106,University of Northern British Columbia,Prince George BC
2107,University of Nottingham,Nottingham UK
2108,University of Odense,Odense Denmark
2109,University of Oregon,Eugene OR
2110,University of Oriente,Cuba
2111,University of Orleans,Orleans France
2112,"University of Orleans, Orleans France; INRIA",Le Chesnay France
2113,University of Osaka,Osaka Japan
2114,University of Oslo,Oslo Norway
2115,"University of Oslo, Oslo Norway; Stanford University",Stanford CA
2116,University of Osnabruck,Osnabruck Germany
2117,University of Otago,Dunedin New Zealand
2118,University of Ottawa,Ottawa ON
2119,"University of Ottawa, Ottawa ON; Polish Academy of Sciences",Warsaw Poland
2120,University of Oulu,Oulu Finland
2121,University of Paderborn,Paderborn Germany
2122,University of Padua,Padua Italy
2123,University of Paris 10,Nanterre France
2124,University of Paris 13,Villetaneuse France
2125,"University of Paris 13, Villetaneuse France; CNRS",France
2126,University of Paris 3,Paris France
2127,"University of Paris 3, Paris France; University of Paris 6",Paris France
2128,University of Paris 4,Paris France
2129,"University of Paris 5, Paris France; INSERM",Villejuif France
2130,University of Paris 6,Paris France
2131,"University of Paris 6, Paris France; University of Paris 5, Paris France; INSERM",Villejuif France
2132,University of Paris 7,Paris France
2133,"University of Paris 7, Paris France; CNRS",France
2134,"University of Paris 7, Paris France; CNRS, France; LADL",France
2135,"University of Paris 7, Paris France; IBM Paris Scientific Center",Paris France
2136,"University of Paris 7, Paris France; INRIA",Le Chesnay France
2137,"University of Paris 7, Paris France; LORIA",Vandoeuvre-les-Nancy France
2138,University of Paris 8,Saint Denis France
2139,University of Passau,Passau Germany
2140,University of Patras,Patras Greece
2141,University of Pavia,Pavia Italy
2142,University of Pennsylvania,Philadelphia PA
2143,"University of Pennsylvania, Philadelphia PA; Bowdoin College",Brunswick ME
2144,"University of Pennsylvania, Philadelphia PA; Chinese Academy of Sciences",Beijing China
2145,"University of Pennsylvania, Philadelphia PA; CoGenTex, Inc.",Ithaca NY
2146,"University of Pennsylvania, Philadelphia PA; University of Edinburgh",Edinburgh UK
2147,"University of Pennsylvania, Philadelphia PA; University of Geneva",Geneva Switzerland
2148,University of Perugia,Perugia Italy
2149,University of Peshawar,Peshawar Pakistan
2150,University of Pisa,Pisa Italy
2151,"University of Pisa, Pisa Italy; CNR-Institute of Computational Linguistics",Pisa Italy
2152,"University of Pisa, Pisa Italy; Scuola Normale Superiore di Pisa",Pisa Italy
2153,University of Pittsburgh,Pittsburgh PA
2154,"University of Pittsburgh, Pittsburgh PA; AT&T Bell Labs",Murray Hill NJ
2155,University of Porto,Porto Portugal
2156,University of Portsmouth,Portsmouth UK
2157,University of Potsdam,Potsdam Germany
2158,"University of Potsdam, Potsdam Germany; Humboldt University of Berlin",Berlin Germany
2159,University of Pretoria,Pretoria South Africa
2160,"University of Pretoria, Pretoria South Africa; Ribbit Software Systems Inc.",Kelowna BC
2161,University of Provence,Aix-en Provence France
2162,"University of Provence, Aix-en Provence France; CNRS",France
2163,University of Puerto Rico at Mayaguez,Mayaguez Puerto Rico
2164,University of Quebec at Gatineau,Gatineau QU
2165,University of Quebec at Montreal,Montreal QU
2166,"University of Quebec at Montreal, Montreal QU; University of Geneva",Geneva Switzerland
2167,University of Quebec at Trois-Rivieres,Trois-Rivieres QU
2168,University of Queensland,St. Lucia Australia
2169,University of Reading,Reading UK
2170,University of Regensburg,Regensburg Germany
2171,University of Rennes 1,Rennes France
2172,"University of Rennes 1, Rennes France; Centre National d'Etudes des Telecommunications",Lannion France
2173,"University of Rennes 1, Rennes France; IRISA",Rennes France
2174,University of Rochester,Rochester NY
2175,University of Rome La Sapienza,Rome Italy
2176,University of Rome Tor Vergata,Rome Italy
2177,"University of Rome Tor Vergata, Rome Italy; Academy of Economic Studies",Bucharest Romania
2178,University of Saint Etienne,Saint Etienne France
2179,"University of Salerno, Salerno Italy; University of Grenoble 1, Grenoble France; University of Paris 7",Paris France
2180,University of Salford,Salford UK
2181,University of Santiago de Compostela,Santiago de Compostela Spain
2182,University of Sao Paulo,Sao Paulo Brazil
2183,University of Saskatchewan,Saskatoon SK
2184,University of Science Malaysia,Penang Malaysia
2185,"University of Science Malaysia, Penang Malaysia; Institute of Information and Applied Mathematics Grenoble",Grenoble France
2186,University of Science and Technology of China,Anhui China
2187,University of Science and Technology,Beijing China
2188,University of Science and Technology,Clear Water Bay Hong Kong
2189,"University of Science and Technology, Clear Water Bay Hong Kong; Hong Kong Polytechnic University",Hung Hom Hong Kong
2190,"University of Science and Technology, Clear Water Bay Hong Kong; Peking University",Beijing China
2191,University of Science and Technology,Hefei China
2192,University of Sevilla,Sevilla Spain
2193,University of Sfax,Sfax Tunisia
