to_userId,from_userId,relation
519,368,review
3551,2089,like
1688,1909,review
1755,2121,review
1709,2634,follow
3207,507,review
3685,2024,follow
3233,359,like
2159,1064,like
2662,1855,like
3614,2771,follow
3141,610,review
1059,1396,review
765,3319,review
2504,2390,like
3262,1973,like
2742,3230,like
1835,1322,review
2934,553,like
1147,3639,follow
979,2496,like
625,3265,like
255,3205,follow
742,2544,follow
2523,2125,review
2109,3677,like
1034,2500,follow
2167,2240,like
949,1026,follow
1014,2118,review
109,1015,review
2185,463,like
2625,923,like
2351,2811,review
2327,431,review
2441,3173,like
3705,3319,review
313,711,review
1379,3658,like
2918,2946,like
2082,3065,follow
3503,2494,follow
2605,567,like
1523,3607,follow
869,2546,follow
2806,3353,follow
674,2793,follow
2959,259,review
2205,2729,review
2444,99,follow
1082,2259,review
992,3002,like
1401,3400,follow
3725,3471,review
1307,921,follow
3158,3374,review
940,3318,review
1085,3249,follow
830,1338,review
2530,2731,review
41,1812,review
1092,431,follow
3257,2616,like
841,1769,review
1805,1814,like
2783,3419,like
1765,1151,like
641,1177,follow
903,3689,review
439,3384,like
1237,2425,review
2238,21,follow
1499,3462,follow
423,1614,review
2492,904,follow
1744,118,like
2188,1705,like
1606,1648,follow
1397,2758,like
710,2239,follow
493,961,review
1532,1763,follow
3409,3577,review
25,1927,like
1069,2329,follow
808,3360,review
623,1005,follow
1612,787,review
1165,1458,follow
2515,998,review
985,3070,like
487,2182,follow
2510,2079,review
2584,2613,review
1278,255,review
1913,3445,like
413,931,like
2805,1942,like
2978,2039,follow
3152,367,like
3616,548,follow
3400,3305,review
3581,3718,review
1850,1338,review
1572,443,follow
2488,41,review
1194,1033,like
1997,2,follow
1637,940,like
1884,3293,review
2013,1069,review
261,332,follow
3628,1564,like
335,1874,like
1989,859,like
3691,1213,follow
2935,1104,follow
1181,2749,like
2965,197,like
2667,354,follow
1564,2203,follow
3748,1302,follow
1191,1555,review
2877,1305,follow
3118,297,follow
1110,3533,like
1627,1661,follow
2644,1322,like
2337,1204,review
803,1512,follow
48,1964,like
694,1428,follow
1359,3354,review
1970,2680,like
1576,2728,follow
165,1959,review
2797,3304,follow
2289,2443,like
3261,3233,follow
2751,1813,like
972,323,follow
1407,2187,like
196,1265,like
1034,822,review
2379,1208,review
1832,817,like
282,819,review
516,2895,follow
2399,57,review
1674,1374,review
1966,3602,follow
2431,3522,review
452,2181,follow
2688,2411,review
1853,1292,follow
2827,2626,review
2199,1954,follow
2917,1400,like
1706,596,like
2812,2519,like
2281,1717,review
2715,1249,like
496,2771,review
2800,564,like
2579,2247,like
2653,2110,like
2330,2054,review
759,1034,review
1044,1899,review
2288,1455,follow
20,2513,follow
2403,1030,follow
3222,1682,like
823,1583,review
3589,2271,like
3425,1930,review
3299,843,review
1576,2430,review
443,2333,review
2485,599,like
2617,1784,follow
1089,3043,follow
3654,1519,like
886,2263,review
3220,576,review
3709,2279,follow
1086,1590,follow
3608,679,review
2018,2386,like
2209,3006,follow
1204,3585,follow
1095,3002,like
98,2737,follow
2504,1804,review
2781,1376,follow
1225,3011,review
1120,1852,review
436,971,follow
2135,2129,like
2732,2053,review
1930,224,like
778,125,review
2807,3554,like
3153,2450,review
3079,1815,review
1831,1604,follow
2761,2044,like
2316,2943,follow
1831,1109,review
2347,2028,follow
3576,636,review
3669,1089,like
2810,1853,review
219,1359,like
2718,1696,review
132,2007,follow
1122,462,like
3004,3030,like
3081,1951,like
1388,493,like
2132,868,review
696,43,like
504,2217,follow
2475,617,like
2671,3175,like
556,3665,like
479,2117,review
2770,3206,like
626,501,like
3513,2633,like
105,14,follow
3064,1653,follow
1972,3433,review
493,1663,review
199,2298,like
3592,3723,review
3110,2319,follow
3696,1183,follow
2491,416,follow
1263,2851,like
3412,483,like
1011,3329,like
2766,2099,review
3188,390,like
3675,1652,follow
1364,3113,like
1796,1565,like
2381,2565,follow
538,2829,follow
1598,1245,follow
1648,1087,follow
955,1190,review
3233,911,like
1485,2147,like
1101,3412,review
955,2505,review
674,2320,like
2444,2955,follow
3153,1617,follow
2802,1818,like
1961,2109,follow
1923,1372,like
89,2860,follow
1749,2555,like
2416,3589,follow
1609,2006,review
1426,3405,review
2006,418,review
428,1188,like
24,3272,review
2921,3446,follow
1783,3427,follow
3189,1899,review
1188,2724,follow
617,876,review
3097,3692,follow
1113,657,follow
1145,2627,like
776,775,like
578,226,follow
1259,2975,follow
2907,2300,like
653,2687,like
50,2272,follow
2401,1803,follow
169,2883,like
2641,2743,follow
1496,738,review
835,3462,follow
2358,3310,review
251,3678,like
1254,1739,review
561,1674,follow
1532,1114,follow
1638,232,review
3607,692,follow
240,1199,follow
2280,2300,like
1854,179,follow
704,2756,follow
562,3249,like
3681,1112,follow
1173,1005,review
961,3180,like
42,837,like
2387,849,like
1890,1183,follow
3377,326,review
2896,2773,follow
1137,2448,like
777,1418,review
3046,1308,like
571,184,like
3456,1450,follow
2781,1725,follow
882,2983,follow
323,3677,follow
705,1056,like
3335,3018,follow
1028,1840,review
3301,348,review
1386,3169,like
487,2253,review
2093,789,like
467,2534,review
3404,2054,like
3284,25,like
2962,3120,like
2074,2675,like
3643,3060,follow
1639,927,follow
2212,3517,follow
912,3546,review
1046,3442,review
2343,1063,follow
1608,1265,follow
1458,3168,like
116,3714,like
2952,3484,like
2684,657,follow
2451,199,review
3014,966,like
675,546,like
1366,2079,follow
3324,3199,like
2860,1921,like
2161,1985,follow
3621,3315,follow
2328,1016,follow
2788,2094,review
3020,3293,follow
2829,714,like
2281,2304,review
2051,531,follow
208,1644,follow
912,1739,review
2797,3182,review
3635,214,like
395,2590,like
1791,2970,review
3443,2225,like
3167,1774,review
2578,806,like
2335,1967,review
2821,3510,review
3091,1763,review
198,960,follow
2941,1154,review
1272,1050,review
1677,238,follow
460,1491,follow
1809,2354,like
586,1980,like
2277,2704,like
752,1018,follow
212,1483,like
102,3745,like
873,1584,like
1909,3694,like
3028,3037,review
2739,2083,like
2801,716,follow
1185,1813,review
278,3213,like
1611,527,review
2372,2872,review
2442,3520,like
321,3567,review
886,2663,like
2533,1913,follow
585,2346,review
1445,2223,follow
1626,1075,review
2325,3113,follow
3645,2640,review
2366,1834,review
1587,2226,like
2353,1276,like
1807,3203,follow
1890,1910,follow
1943,985,review
2070,382,follow
2546,1851,review
2520,696,like
700,2151,review
2225,487,like
2439,307,review
1851,1622,review
1792,1399,review
3752,2719,follow
3188,765,like
2154,1538,like
2799,1536,like
2038,2726,like
874,1594,follow
2870,267,like
2824,1471,review
471,2253,review
717,3109,like
1001,1320,follow
1362,1688,follow
3739,700,follow
3505,1307,like
3757,3474,follow
1373,2227,review
1519,1321,review
3010,233,follow
751,1087,follow
3529,2081,like
2390,1392,review
827,3394,review
248,2789,review
2793,2482,follow
1208,1108,like
2160,3483,follow
3309,2000,like
868,3463,review
1563,1266,like
3751,3069,follow
2981,1990,review
643,1156,review
404,1458,review
3737,268,review
2067,2128,review
1644,3324,like
3199,3195,follow
1104,2034,review
969,3696,follow
1190,3285,review
1572,2972,follow
3759,875,follow
2078,2419,like
173,2941,review
1534,2552,like
14,1206,follow
3023,639,like
2948,2212,review
571,2016,review
1139,2911,review
299,224,like
3665,1754,like
3157,1135,follow
3683,1868,like
1421,2220,follow
2762,3289,review
1099,1306,like
2295,707,follow
2530,1421,review
286,206,review
2443,3511,follow
2834,3051,review
3592,3001,like
1012,1102,like
3212,642,like
36,32,review
552,890,follow
3313,902,like
821,227,follow
997,2752,like
144,2319,follow
2892,1033,follow
597,2243,follow
2413,2161,review
1838,2324,review
1645,418,follow
1175,1886,review
1827,1557,review
1366,2240,follow
1360,3281,like
1789,1491,like
181,1340,review
931,2888,follow
1006,3322,like
2434,1691,like
2956,3308,review
632,1063,follow
3112,2065,like
2216,970,review
3216,1104,like
718,116,review
1391,2737,review
2098,2400,review
1439,590,review
3463,759,like
142,1223,like
2700,3159,review
2586,2854,review
37,3720,review
1020,2835,like
1535,3696,follow
1534,971,review
787,3096,follow
791,2176,follow
3378,1468,review
224,3565,follow
1859,1524,review
2323,1774,follow
1608,1360,follow
1839,1642,follow
1265,954,follow
2175,2228,review
2669,3097,review
543,1581,like
1948,2094,like
263,813,like
2001,2939,follow
2209,1918,like
1176,2856,review
1090,1662,review
2064,2982,like
3032,316,like
3199,1343,follow
356,903,follow
3702,2123,review
2082,2235,like
794,357,follow
1740,1116,like
3533,319,like
2075,622,review
12,1117,follow
902,100,follow
749,873,review
3113,2055,like
1176,718,follow
1091,3227,like
219,3078,like
256,2820,review
2988,1331,like
3025,492,like
3658,657,follow
2146,543,review
2345,3211,like
2241,2407,follow
459,892,follow
995,1548,follow
1299,3013,review
1446,1701,like
3449,3217,review
1305,2420,like
887,252,follow
1442,376,like
2465,693,like
3257,253,like
619,1328,review
1355,2362,review
622,2655,review
14,2907,like
2468,3756,follow
2779,3117,review
3619,1317,follow
1565,2651,like
304,831,like
1373,470,like
834,2919,review
425,1546,follow
1868,907,review
2955,733,follow
928,3652,review
3338,3394,review
1606,2790,follow
61,639,follow
79,3653,review
2144,2112,like
614,2019,follow
2286,1065,like
1276,3666,review
1130,3333,follow
125,26,follow
729,557,review
2809,3590,follow
984,1953,review
2074,1324,review
668,1065,review
1010,1374,review
14,1236,review
799,2761,review
1274,1692,follow
775,3456,follow
3198,2613,follow
3521,257,like
356,1428,review
3484,3143,like
2484,2125,like
2338,2736,like
3574,3137,like
789,744,review
2925,799,follow
669,2579,follow
274,3678,like
100,924,like
3682,1467,like
1782,531,review
3580,2254,review
1676,113,like
1522,3273,review
1517,3022,follow
714,1387,follow
612,1794,review
3019,1057,review
3664,2403,like
1289,2972,like
2511,1834,review
2676,670,like
2880,1226,review
1665,68,review
823,1773,follow
11,1975,follow
1519,2567,follow
570,381,review
1032,2418,follow
1639,2950,review
2202,2081,review
3684,3283,review
2396,842,follow
493,3445,review
657,1994,like
3428,1638,follow
2933,505,like
2848,683,like
3743,2572,like
818,2329,review
2232,2629,like
2186,1705,review
2193,1301,follow
2557,2420,review
2144,1204,follow
3151,1615,review
2938,1007,like
2265,588,like
1352,3152,like
162,2179,follow
191,1915,like
1995,1275,review
583,1902,like
2210,3672,follow
2748,2390,like
346,2938,review
600,2697,follow
527,2745,follow
3059,1804,like
3459,2924,follow
260,298,follow
3077,3654,like
2514,3746,like
1872,2817,follow
1475,44,follow
3738,2853,follow
772,1633,review
3361,996,review
1240,2546,review
1773,2044,review
3539,52,follow
2381,739,follow
2048,1669,like
243,2794,review
1961,629,review
2692,2535,review
1310,2541,review
137,1655,like
1327,1221,like
1873,783,review
403,629,like
3528,2253,follow
3287,1315,like
546,1149,follow
1823,523,follow
1936,1793,like
1810,1805,review
3387,2291,like
773,2894,like
427,132,like
578,168,like
1286,3371,follow
1934,1690,like
2856,3721,like
3443,77,review
1471,1273,like
292,3195,review
3137,1794,follow
315,3064,review
3155,473,review
2617,2333,follow
3329,3609,follow
1874,351,review
3316,3375,follow
2192,2364,like
1007,274,like
3621,1079,like
138,1411,follow
1765,3621,like
1838,480,follow
2184,3729,follow
3229,3125,like
2619,3478,review
2089,1905,like
1869,3134,review
2822,901,follow
813,540,follow
2256,3231,follow
829,1989,like
876,3339,like
3046,2311,review
2698,3112,like
1290,277,review
3087,473,review
630,3119,follow
3582,1482,like
1137,1328,follow
1572,2176,like
1681,2641,like
1902,2922,like
159,2363,like
40,1739,review
900,104,review
2819,928,review
3033,1236,follow
2296,2808,review
375,1850,follow
1548,3338,like
2201,1910,like
3499,2977,follow
1634,815,review
714,2124,review
1628,1836,review
84,1819,like
740,1983,follow
2078,2018,review
1127,2998,review
2753,16,review
930,1272,follow
1514,1992,review
978,1852,like
2152,2421,follow
3449,3496,like
1597,2102,follow
2981,690,follow
630,2505,like
2554,2867,review
2255,2685,follow
2110,567,review
1904,3279,follow
1159,2122,like
1808,2389,review
1488,2465,review
3516,1380,like
3373,2118,follow
16,808,like
1077,135,follow
950,3074,like
901,1275,follow
2362,3747,like
2187,288,like
1998,642,like
1629,3141,follow
2986,1406,review
3699,2909,like
2768,2442,like
3529,814,review
2009,1647,review
1163,3640,like
399,3412,follow
1136,647,review
646,3751,follow
2543,2317,review
1125,2006,review
248,2653,follow
1,338,follow
2785,1314,review
1178,1309,follow
2217,2363,review
1119,944,like
2835,3745,follow
3396,1629,review
1099,2543,follow
3180,1566,like
3592,2413,review
346,2562,review
2447,1037,follow
3035,3001,review
1164,652,review
2266,2412,like
2829,2887,follow
861,2437,review
3678,232,like
1118,2396,like
3401,1798,follow
1593,3721,like
1206,2819,review
3639,866,like
3152,242,like
939,2347,review
125,1447,review
2323,2922,like
1355,2262,like
3655,2495,follow
1234,2436,review
137,2297,like
1933,2833,review
1048,155,follow
168,3707,like
3417,254,review
3547,1263,like
3117,739,like
2288,3436,review
1609,2667,follow
1187,3413,review
3502,2952,follow
1304,2645,follow
1603,2414,like
3410,2608,like
42,2045,like
1434,463,like
948,236,review
3710,1110,like
3292,2295,like
799,694,follow
1640,279,like
3197,3131,review
151,3640,review
3237,3726,like
544,1762,follow
1298,2899,review
2432,1725,like
590,1804,review
3023,1554,follow
1213,1474,review
747,3416,follow
1518,1004,review
3757,3523,review
3548,1348,review
2973,447,like
1758,3473,follow
1305,2144,like
2441,265,like
13,198,review
1885,2480,like
1922,2653,review
1645,917,like
932,2775,like
1496,2728,review
1089,2341,follow
1050,2545,like
1952,1928,follow
1009,1511,follow
900,57,like
2616,3592,follow
491,758,review
2229,2567,review
1249,807,follow
3158,1953,like
3184,2957,like
1926,601,like
1792,1217,follow
590,3545,review
727,675,review
480,799,like
3470,1482,review
783,1455,like
2888,1340,like
27,282,review
2878,3376,like
1897,194,review
1893,3657,like
177,1935,review
2654,1370,review
3037,3156,follow
827,428,like
2981,1583,follow
110,3609,like
1484,2368,like
3052,1260,review
85,694,review
1685,2826,review
1561,654,follow
2417,2422,follow
696,301,like
685,2038,follow
2811,2963,follow
3345,1574,follow
2110,2312,like
2830,1173,like
1952,1520,review
89,1048,follow
2695,2047,follow
2058,3356,review
3476,2544,like
2006,1322,follow
1311,3123,review
2003,2834,follow
957,3699,like
73,375,like
3266,2768,follow
1775,3670,like
1761,1039,like
855,830,like
822,438,like
2959,527,like
1637,1592,follow
3476,3029,like
1453,3387,follow
2554,1872,follow
3481,1087,review
2793,2994,review
2886,2420,review
2154,3336,like
2632,573,review
2402,3025,review
361,2042,review
2280,2554,follow
3004,2191,like
674,2019,follow
3193,502,follow
1133,3264,follow
1215,1988,like
1464,1392,review
2052,3255,like
2467,3680,like
24,1516,review
1515,2578,review
2616,3665,review
3577,558,like
3012,1688,like
711,2556,follow
3260,1707,follow
355,2214,follow
565,3588,follow
496,1135,follow
606,714,review
948,1157,review
649,2815,review
3596,68,like
1757,2404,follow
407,2393,like
3176,1674,follow
1231,1992,like
2947,3180,review
2507,1516,review
1540,2771,like
3722,3386,follow
2309,585,like
2367,3058,review
1472,3570,like
204,1096,follow
553,1518,follow
2440,1570,follow
768,2227,review
3536,3128,review
281,1088,follow
1773,3109,review
1116,2724,like
1437,150,like
1526,2311,follow
1394,1907,like
2701,1899,follow
772,127,follow
461,3516,review
2536,1321,follow
1385,1979,follow
963,1123,like
479,3128,follow
2672,1308,like
3200,41,review
1455,740,follow
2909,2743,like
780,490,like
1056,1153,like
1289,2154,follow
831,3319,like
3661,2451,review
180,1131,follow
2938,799,like
1813,2209,review
69,3346,review
2025,1703,like
2201,2023,follow
1604,254,follow
1061,2304,like
57,1446,follow
3416,370,review
1580,312,review
3039,1213,follow
3468,461,follow
2501,2423,review
2076,2990,review
3472,1653,review
3149,3312,like
364,1253,follow
1149,1230,follow
480,432,review
737,2425,like
1654,3143,review
435,155,review
1347,1074,follow
1037,3075,follow
2243,961,follow
3326,2569,review
1847,915,like
1063,910,follow
2773,2451,follow
867,3078,follow
1385,1181,like
832,1601,review
3211,1442,like
1119,636,like
1749,1493,like
336,3321,follow
3146,560,like
1995,672,follow
3446,555,like
2491,2473,review
3490,602,like
3286,3075,follow
1606,1845,like
952,2653,like
187,1731,like
2905,462,like
2646,2575,review
3447,3526,review
2124,1306,like
259,2939,review
3003,1002,like
949,3520,like
1580,1320,follow
877,364,review
2223,1894,like
3215,1308,follow
79,1153,review
3256,3206,like
3240,2706,like
1614,2245,review
79,3367,review
1592,636,review
136,700,follow
293,2208,review
141,2120,like
3707,1467,follow
1707,3225,like
3020,319,like
3475,3540,follow
359,2327,follow
2641,150,like
3392,3614,like
3091,3335,like
2123,3262,follow
806,2329,follow
1833,2123,like
1512,2690,review
3027,787,like
3657,1219,review
2435,1913,review
1845,2198,like
3398,1460,like
1271,2935,review
2495,3484,review
270,736,review
1046,1460,review
2693,2045,follow
1852,523,follow
3011,2679,follow
253,1508,like
872,2580,like
3307,2207,review
2586,319,review
1503,3546,review
3729,2539,follow
1952,3463,like
3704,2012,follow
3681,1251,review
918,3707,review
351,2277,review
1451,1025,follow
3219,2529,follow
2630,1352,follow
2846,2103,follow
153,3677,follow
1317,660,follow
3046,1099,follow
959,3675,like
3644,1991,follow
1027,3241,review
826,3565,review
2728,1106,like
3095,2080,like
2025,3006,follow
1754,3350,like
544,2582,like
321,3505,follow
2361,1887,follow
103,1305,follow
26,2513,follow
557,2289,like
509,1077,review
336,1087,like
1570,1322,follow
1760,2142,review
2479,1315,like
1939,3107,like
802,1503,like
796,732,like
1841,3540,like
1601,3701,like
162,766,review
3208,824,review
2923,2936,follow
1658,1735,review
715,3299,review
3616,2582,review
1211,1719,like
1601,2695,follow
3147,1268,like
793,1819,follow
2065,2776,follow
1147,1009,follow
941,1873,like
295,1295,follow
31,2609,review
220,3532,follow
476,2680,follow
1670,3427,follow
2666,3160,like
1634,183,like
2095,1773,review
2395,2429,follow
2663,2278,review
2089,1245,like
529,2764,like
3438,1781,like
1830,191,review
907,3433,review
2863,2361,review
1454,3710,follow
926,3676,review
1735,277,like
3206,3306,follow
1343,589,follow
821,3537,like
3607,345,like
994,1081,review
3438,2101,follow
3506,2997,follow
771,1997,follow
2635,1433,like
3090,3725,like
123,574,review
2156,1701,follow
872,2485,follow
3699,192,review
1467,12,like
614,2713,follow
1388,1365,review
388,1610,follow
302,750,follow
1771,62,review
2192,2183,like
2047,1571,review
217,1786,like
1638,2145,follow
122,3474,like
3570,171,review
1751,897,like
1202,695,review
2695,917,review
2490,2359,review
3752,841,follow
516,2515,follow
1117,3068,like
3522,154,like
912,1461,like
930,2780,review
3491,1049,follow
1518,3087,like
2951,2886,follow
367,997,like
849,1355,review
2659,1830,like
2193,85,follow
287,2062,follow
286,1356,review
1173,148,like
3474,2375,like
3222,3064,review
2152,3355,like
3156,412,review
634,885,review
632,2171,review
1063,1237,review
1199,483,follow
409,939,follow
1127,1216,review
1639,367,review
2668,1669,follow
946,3578,follow
902,163,review
42,1366,like
3545,2136,review
2526,1421,like
840,1473,review
2899,15,like
3290,1254,follow
3027,1637,review
1896,738,like
2622,3416,review
1649,203,like
3094,294,follow
935,2171,like
3035,1187,review
3558,1505,review
1039,3149,review
3290,306,follow
277,347,review
158,578,like
2444,1813,review
1408,478,review
2689,2952,follow
2833,3746,follow
910,1124,follow
168,2268,review
2212,2750,like
2194,1498,follow
489,1619,follow
2381,672,like
2302,3236,like
1768,2206,review
395,494,follow
3416,879,like
299,1199,like
363,1840,like
3033,555,like
2128,2468,review
452,1676,follow
2927,3453,review
2157,3746,follow
423,3549,follow
56,2217,like
1550,3466,like
1107,3244,follow
1199,621,review
3502,1459,like
284,1864,review
3472,1983,like
3192,2418,follow
2962,3273,follow
2649,2504,follow
1871,3312,review
3658,2505,follow
302,2188,like
3617,269,follow
2013,2428,review
1261,303,like
1590,1942,like
1231,3313,like
2665,1861,like
72,579,review
983,2881,follow
1549,1168,review
1447,980,like
538,1071,like
3579,2709,follow
1195,170,review
2568,3516,review
1732,2894,like
2060,2309,follow
3126,3530,follow
2329,2238,review
680,5,review
1708,3372,follow
3181,1931,follow
2835,2223,follow
1214,543,like
3512,3435,review
927,1669,like
2279,1247,review
1079,2097,review
2445,943,like
2171,2934,like
273,1406,review
2345,1096,like
2993,398,follow
2268,3419,review
1491,1569,follow
3649,2980,follow
1943,714,follow
2118,3173,follow
2078,236,follow
436,1209,like
1797,3116,like
2107,1618,follow
1983,932,follow
680,1363,review
563,3186,like
3147,2968,like
1268,1852,review
1771,2400,follow
2823,1686,review
2011,2685,review
2678,2319,like
1654,3135,like
328,3722,follow
1539,2643,review
2730,1503,follow
1689,1475,like
1207,18,like
3104,538,follow
1656,2496,like
3649,955,review
2949,1314,review
2245,1002,follow
716,778,review
2183,2133,review
3181,3759,follow
2605,198,review
3166,2466,follow
2774,1439,review
2732,2271,review
1948,113,follow
1705,2446,follow
480,2958,review
1025,385,follow
1254,1262,follow
2507,858,follow
3363,663,like
1306,2253,follow
3542,1249,review
2172,68,review
1464,2326,review
3552,3560,review
420,3661,like
1959,1470,review
816,2658,review
2319,3250,review
27,673,review
3381,530,review
96,848,review
3673,535,follow
400,2646,review
1388,569,like
107,3008,like
690,366,review
1437,275,like
3279,3019,review
2114,1359,follow
565,1628,follow
2978,2907,follow
2460,3316,like
2125,1241,like
3327,2191,like
2369,2558,review
2516,2319,follow
1503,841,like
1150,2183,review
1602,3196,review
2697,500,like
3605,698,like
2718,2252,review
3227,192,review
1372,3633,review
3191,747,like
1392,2461,follow
281,2588,review
3240,402,review
2900,993,follow
804,95,follow
3079,310,follow
314,489,follow
1363,1928,follow
927,3239,follow
1519,287,like
2053,90,like
2460,2867,like
3237,3266,follow
1064,308,follow
2549,1741,like
852,2977,review
2201,2785,review
544,1122,follow
432,149,like
2862,1214,review
1308,1963,follow
3073,2408,follow
2732,964,like
782,3685,follow
741,3682,like
1052,1989,like
3102,2172,like
3418,3129,follow
1228,451,like
1738,253,like
1636,1096,review
1050,2926,like
2868,2789,like
1275,2082,like
3350,522,review
19,518,review
3369,940,review
2127,1513,follow
2179,1005,review
1056,3083,follow
2783,3311,review
388,484,follow
2390,3614,like
733,2657,follow
442,71,like
1702,1395,review
1388,3621,review
946,1487,review
1759,1901,review
3416,2252,like
520,3600,like
1988,1011,follow
3020,630,follow
2501,1435,review
247,375,review
1305,2807,like
1538,1736,follow
332,2897,like
1178,3066,follow
636,1697,follow
1793,3579,review
1013,1424,like
1336,706,follow
3375,1111,review
1704,2512,review
3684,3606,review
962,235,review
1248,1722,review
2674,104,follow
1626,3504,like
136,931,follow
2428,1986,follow
3381,3687,like
949,3037,follow
1671,1142,follow
387,793,follow
2560,3051,review
1145,3035,review
3557,991,review
2034,695,review
3413,2776,review
2799,2042,like
3492,1799,follow
1766,2719,like
1961,965,review
3493,2089,follow
1846,3212,follow
3560,2087,review
686,2940,follow
1480,1001,review
1407,2766,review
405,999,review
3439,3608,follow
1993,2070,review
2400,587,like
731,2225,review
3072,2773,like
1797,1927,like
357,974,like
2674,1403,like
2782,3620,follow
2045,1426,follow
3057,3269,like
2412,3139,like
2219,2650,review
881,304,review
492,1125,like
3200,3574,like
2581,1471,like
2661,2186,review
313,3749,follow
2570,516,like
3008,1229,follow
2902,118,review
895,3366,like
3355,2428,like
3519,1841,review
3123,2979,like
2093,958,like
2865,2644,follow
2408,2569,follow
1501,925,like
1100,694,review
3065,1043,follow
1040,1809,review
1784,1785,review
1698,3190,like
2106,3429,follow
2550,3118,like
643,2374,follow
2893,3739,follow
1680,2702,review
1844,1798,review
237,2399,follow
3014,2949,like
3532,2324,like
1388,2749,follow
1510,2882,follow
3723,3366,follow
3599,3480,review
3464,278,review
1054,2169,follow
2103,3003,review
1692,2258,like
3426,1442,review
20,1611,review
762,1538,follow
1668,10,like
3259,1592,review
2772,553,like
3547,2795,follow
885,566,review
3046,3207,follow
727,3266,follow
2151,1506,review
2262,603,follow
2375,1179,follow
2377,1036,like
3458,2216,follow
3438,1195,review
49,2473,like
1147,3204,like
3521,3145,review
150,304,review
717,924,follow
2105,1630,review
2338,1767,review
479,1646,review
3128,2113,review
3168,2483,review
3232,954,like
11,375,follow
3547,1196,review
475,2894,like
3582,963,follow
1733,3688,like
1006,2946,review
1874,871,follow
750,217,review
454,1998,like
1948,1690,like
3006,2252,like
1652,2773,review
669,3324,like
2582,2008,follow
1381,2931,like
3256,472,follow
1502,734,like
3257,181,like
3371,2632,follow
2960,320,like
2358,2879,like
740,3013,follow
2017,3222,follow
319,905,like
99,64,review
2628,779,like
1166,2165,follow
3420,870,review
1348,966,follow
328,2355,like
335,1175,like
3474,3195,like
266,3134,follow
2313,3639,review
2718,1119,follow
1866,606,follow
2224,1502,like
1351,3665,follow
3336,3144,follow
1421,3058,review
3730,200,follow
2211,661,like
2070,3245,follow
1953,1521,review
1192,3313,review
506,400,review
1679,1327,like
2428,157,review
3741,2606,like
2889,3393,follow
1550,3313,follow
272,2104,like
840,3301,follow
45,2934,like
2754,2840,like
2776,1277,review
758,570,follow
3040,2406,follow
1891,2249,like
3409,2188,follow
1507,2050,review
3635,2035,like
2486,3093,like
97,1630,like
1347,2293,review
2505,3552,follow
124,2162,follow
3104,855,like
1447,2777,review
1316,431,like
616,1287,like
2989,3035,review
3201,1248,review
1116,1040,review
1428,3124,like
522,2276,review
2189,2303,follow
453,926,follow
3573,610,review
2091,477,follow
3354,2035,follow
622,2583,follow
2790,2917,like
3146,3555,follow
2736,1672,like
2815,1964,follow
1274,2789,review
911,3126,follow
1291,409,review
3136,2706,follow
2246,3037,follow
1033,1941,like
2026,3242,follow
2587,1071,follow
789,3647,follow
3130,1284,review
3051,1791,like
3055,381,follow
3139,3143,follow
2805,1867,follow
3495,3570,like
1844,495,follow
158,479,follow
3418,495,follow
2431,943,review
3174,401,follow
1906,3024,follow
1605,1174,follow
1701,2611,follow
1205,1463,like
2709,2416,review
1005,1764,follow
241,3243,review
1410,2448,like
218,2761,review
863,1804,like
1801,2342,like
1597,242,review
712,2507,review
332,2590,review
3547,1681,follow
1376,3448,review
1840,596,follow
262,1596,follow
1809,349,follow
454,1694,review
1573,2567,like
1651,818,follow
2159,2809,like
2431,2637,review
2522,2235,follow
897,1455,review
1186,2149,like
541,3610,review
3378,282,follow
766,56,follow
271,2767,like
2086,638,review
1650,233,review
682,1629,like
359,2496,review
3588,1548,follow
424,2114,follow
803,2950,like
1859,3393,like
2096,2356,review
1236,3443,like
648,1247,review
303,2078,follow
3696,2310,like
240,1892,follow
2614,2239,follow
2991,1660,like
1474,3153,follow
2487,3356,review
3023,2622,review
2154,980,like
502,427,review
2919,2727,follow
929,922,review
1287,1826,follow
2931,712,follow
3341,1499,like
3140,2342,like
679,1880,like
724,1922,follow
1691,838,follow
3693,3743,follow
90,2313,follow
3038,2549,follow
1921,744,like
3372,2866,like
1121,2571,review
1494,684,follow
358,644,like
2207,218,like
1926,1013,follow
889,1850,like
166,2282,review
1439,1711,review
1399,842,like
3137,3169,review
1706,3493,follow
1627,2397,like
3498,3420,review
2944,2417,follow
692,2166,review
2351,2252,review
1459,743,like
965,1066,review
1437,2330,like
792,1274,like
1461,1004,review
1012,1498,follow
876,969,like
2944,196,like
1385,1391,review
135,2530,like
2305,3368,follow
3315,3573,like
3046,2257,like
171,230,follow
1034,260,review
3747,1498,follow
2609,2648,like
3002,2870,review
2129,1745,like
3661,466,like
3640,3455,like
879,976,follow
1483,1962,like
654,2141,follow
2801,1339,like
2958,3017,follow
3610,1831,like
512,3220,like
1077,3693,follow
3169,927,follow
3190,2286,review
509,89,follow
2276,3625,review
1165,291,like
930,2746,follow
930,653,review
493,508,review
2598,653,review
1199,3174,review
1267,1171,like
526,3151,like
2913,2341,like
2320,387,review
2089,2504,review
2172,3522,follow
1433,1452,follow
3040,260,like
1588,2619,review
1371,2470,like
2879,3631,follow
645,3183,follow
2580,2819,follow
3210,3245,like
